exp3_ablation,no_structure,just_wanna_rock_vs_popstar,gpt-4o,True,18,"Harmonic mixing,Stem isolation,Beat effects,EQ adjustments,Extended blending",190.0,breakdown,intro,0,0,0.0,5.88
exp3_ablation,no_lyrics,just_wanna_rock_vs_popstar,gpt-4o,True,17,"Harmonic mixing,Hot cue utilization,EQ adjustments,Stem switching,Beat FX application",81.07,verse,intro,0,0,0.0,5.88
exp3_ablation,full_data,greece_vs_popstar,gpt-4o,True,17,"harmonic mixing,use of vocals stem,EQ adjustments,beat sync,crossfader",86.13,breakdown,breakdown,0,0,0.0,0.0
exp3_ablation,no_structure,greece_vs_popstar,gpt-4o,True,17,"Harmonic mixing using Camelot wheel,Vocals stem for acapella effect,Beat FX for dynamic transition",,chorus,intro,0,0,0.0,46.67
exp3_ablation,no_lyrics,greece_vs_popstar,gpt-4o,True,17,"Harmonic mixing,Hot cue juggling,EQ frequency transitions,Beat sync,Vocal stem overlay",98.0,chorus,intro,0,0,0.0,46.67
exp3_ablation,full_data,greece_vs_just_wanna_rock,gpt-4o,True,23,"Harmonic Mixing,Beat Sync,Stems Usage,EQ Adjustment,Pad FX",99.05,breakdown,verse,0,0,0.0,0.0
exp3_ablation,no_structure,greece_vs_just_wanna_rock,gpt-4o,True,21,"harmonic mixing,vocal stem use,pad FX,beat sync,EQ adjustments",198.1,breakdown,verse,0,0,0.0,43.34
exp3_ablation,no_lyrics,greece_vs_just_wanna_rock,gpt-4o,True,14,"Harmonic mixing using Camelot compatibility,Creative use of 'vocals' stem,Smooth EQ transitions",70.34,breakdown,verse,0,0,76.48,0.0
exp3_ablation,full_data,girlslikeyou_vs_just_wanna_rock,gpt-4o,True,31,"Harmonic mixing using Camelot wheel,Stem isolation for creative layering,Dynamic EQ adjustments,Beat syncing and tempo adjustment,Use of Pad FX for transition effects",170.17,verse,verse,0,0,20.59,0.0
exp3_ablation,no_structure,girlslikeyou_vs_just_wanna_rock,gpt-4o,True,17,"Harmonic mixing,Stem isolation,EQ and effects manipulation,Beat matching,Phrase alignment",79.83,verse,verse,0,0,1.55,15.79
exp3_ablation,no_lyrics,girlslikeyou_vs_just_wanna_rock,gpt-4o,True,19,"Harmonic mixing,Creative use of 'vocals' stem,EQ transitions,Pad FX application,Beat matching",,verse,verse,0,0,1.55,15.79
